KOD,TYPE,FİYAT
4661905,BLUE TALISMAN,74.175
4624935,PACIFIC CHILL,81.7
4671616,KHAMRAH,64.5
4673556,SILVER BIRCH & LAVANDER COLOGNE,73.1
4673516,TOBACCO HONEY,69.875
4673512,VANILLA FATALE 2024,77.39999999999999
4673511,NEW LOOK 2024,77.39999999999999
4673508,OLD FASHIONED,69.875
4673543,LUCKY,66.64999999999999
4673523,LES SABLES ROSES,77.39999999999999
4673620,MOLECULE BLACK TEA ESCENTRIC,59.125
4673922,PATCHOULI PARIS,74.175
4673878,TAM DAO PARFUM,66.64999999999999
4673865,SEL D'AZUR,55.9
4652919,MORE THAN WORDS,73.1
4652915,FUCKING FABULOUS,77.39999999999999
4652918,TYL ASSOLUTO,70.95
4652910,INTENSE CAFÉ,77.39999999999999
4653950,GUMIN,74.175
4656186,TOBACCO OUD,86
4656185,AOUD LIME,74.175
4656183,OAJAN,59.125
4656182,BLACK SAFFRON,64.5
4672476,BLACK MUSK,68.8
4676792,HIBISCUS MAHAJAD,77.39999999999999
4677249,ROLLING IN LOVE,75.25
4676695,PURPOSE,75.25
4676782,OUD CADENZA,74.175
4677851,EAU D'OMBRE LEATHER (2024),73.1
4675036,TRUE OUD,84.925
4680122,GUIDANCE 46,74.175
4681900,CEDRUS,70
4682447,KURKY,85
4682313,PARFUSM GYPSY WATER,69
4682505,BLANCHE BETE,69
4604631,INTERLUDE BLACK IRIS,88
4684800,ENCLAVE,60
4685086,THE LIBRARY COLLECTION OPUS VII,70
4684623,GREENLY,65
4688722,MYRRH MYSTERE,78
4694202,CENTAURUS,84
4004560,BEYAZ ZAMBAK,48.375
4022638,CENNET,51.59999999999999
4325720,ESLEM,59.125
4044910,ESRA,134.375
4109480,GÜL,48.375
4505733,HACIVAT,193.5
4093144,HÜRREM,69.875
4543424,IMAGINATION,159.1
4639217,INTREGUE,188.125
4047418,İĞDE ,23.65
4645494,KHAMRAH,94.6
4900804,KUDÜS,161.25
4452404,LIMMENSIT,161.25
4007168,MENEKŞE ,29.025
4655800,MOLKUL 01 BLAK TEA,94.6
4900690,NİLÜFER,81.7
4022561,SNOP,80.625
4606950,VANILLIA- KAYALI,69.875
4626352,VANILLA POWDER- MATIERE PREMIERE ,159.1
4018444,YAĞMUR,91.375
4016241,YEŞİL YOL,166.625
4032444,ZARA,112.875
4015932,MAKAM SPREY,30.1
4027034,ARAFAT,32.25
4017583,BAHUR,34.4
4044918,FEVAKİH,31.175
4616984,BERGAMOT,25.8
4616988,CİTRUS,18.275
4618132,FLOWER GARDEN,22.575
4473218,HANIMELİ,26.875
4000307,IHLAMUR İĞDE,17.0065
4616989,JAPON KİRAZI,22.575
4510471,LAVANTA,20.9625
4473227,NANE- ÇAM,22.575
4616983,PAÇULİ,26.875
4473229,PUDRA,21.5
4616985,SPRİNG,22.575
4473232,YAĞMUR FERAHLIĞI,22.575
4019630,212 SEXY,60.2
4014876,AMOR AMOR,45.15
4900549,ANGEL,63.425
4407120,BARE VANILLA,68.8
4025481,BE DELİCİOUS,51.59999999999999
4039772,BLACK ORCHID TOM FORD,80.625
4071984,BOMBSHELL,65
4028107,BRIGHT CRYSTAL- VERSACE,49.45
4016672,BURBERRY CLASSIC,53.75
4122665,CASAMORATI 1888 LIRA- XERJOFF,62.34999999999999
4007608,CHANEL 5- CHANEL,73.1
4010744,CHANCE CHANEL,51.59999999999999
4039745,CHLOE- CHLOE,67.725
4053923,CHLOE LOVE EAU INTENSE- CHLOE,68.8
4042829,COCO MADMASELE CHANEL ,73.1
4015879,COOL WATER- DAVIDOFF,49.45
4024896,CYRSTAL NOİR- VERSACE,55.9
4021595,ENVY ME- GUCCI,49.45
4010773,ESCADA COLLECTİON,48.375
4037116,ETERNITY- C.KLEIN,48.375
4023277,EUPHORIA- C.KLEIN 4071829,58.05
4022606,FANTASY- BREITNEY SPEARS,52.675
4035622,FLOWER- KENZO,59.125
4022165,FOR HER- NARCISO RODRIGUEZ,58.05
4621598,GOD OF FIRE- STEFHANE,145.13
4017666,HOT COUTERE- GIVENCYH,55.9
4047391,HUGO- HUGO BOSS,59.125
4043597,HYPNOTİC POİSON,59.125
4383911,IDOLE LE PARFUM,70.95
4033120,JADORE ,55.9
4088229,JUST CAVALLI HER- ROBERTO CAVALLİ,75.25
4080112,LA VIE EST BELLE- LANCOME ,70.95
4015303,LACOSTE WOMEN ,55.9
4060341,LADY MİLLİON,63.425
4026981,L'EAU D'ISSEY- ISSEY MIYAKE,75.25
4046047,LIMPERATRICE,62.34999999999999
4035731,LIGHT BLUE- DOLCE GABBANA 4188743,53.75
4015739,LOLİTA LİFT,53.75
4676051,MADURAI- MEMO,161.25
4053924,MAGNETISM- ESCADA,67.725
4131802,MODERN MUSE,73.1
4186113,MUKHALLAT- MONTALE,32.25
4247991,MY BURBERRY BLACK,88.14999999999999
4344313,NO: 1- CLIVE CHRISTIAN,66.64999999999999
4900609,NOA CLASSIC,43
4190976,OLIMPIA- PACO RABBANE,73.1
4045121,PİNK SUGAR,64.5
4023098,POEME- LANCOME,55.9
4069226,PRADA CANDY 4328013,68.8
4900830,RALPH- RALPH LAUREN,50.525
4185848,ROSE VANILLIA- MANCERA,66.64999999999999
4008299,RUSH I- GUCCI (PEÇE),66.64999999999999
4048114,RUSH II- GUCCI,59.125
4136268,SCANDALOUS- V.SECRET,81.7
4017389,SEXY GRAFITY- ESCADA,53.75
4370832,SIGNATURE- CHLOE,88.14999999999999
4129867,SO SEXY- V.SECRET,83.85
4523137,VANILLIA BLEND- ZIELINSKI,59.125
4035210,WEEKEND BUEBERRRY,49.45
4900726,212 MEN,53.75
4029477,212 SEXY MEN- C.HERRERA,49.45
4066313,212 VIP FOR MEN- C.HERRERA,67.725
4246606,ABSOLUTE APHRODISIAC- INITIO,80.625
4017532,ALLURE HOMME SPORT- CHANEL,53.75
4635879,ALTHAIR-  PDM,96.75
4135871,AMOUGE- INTERLUDE,161.25
4900803,AQUA Dİ GİO ,49.45
4022528,AQUA POUR HOMME- BVLGARI ,51.59999999999999
4017635,ARMANİ BLACK CODE,53.75
4352661,ARMANI YOU INTENSELY,135.45
4081014,AVENTUS- CREED ,75.25
4518743,"BLACK PEPPER, AMBER- ZIELINSKI",118.25
4023467,BLACK XS,50.525
4042261,BOSS ,65.575
4011193,BOSS IN MOTION,56.97499999999999
4009739,BRUT- FABERGE,54.825
4026501,BURBERY- REİS SPREY,50.525
4900090,C.K. ONE- CALVİN KLEİN,60.2
4042032,CALDION,56.97499999999999
4385535,COCAINE- FB,87.075
4040092,COOL WATER- DAVIDOF,65.575
4009878,DESİRE ,56.97499999999999
4026591,DOLCE & GABBANA ,52.675
4010254,EGOIST PLATINUM- CHANEL,69.875
4081533,EROS- VERSACE,68.8
4052363,ESCENTRİC MOLECULES 2,94.6
4047518,ETERNITY FOR MEN- C.KLEIN,58.05
4009039,FAHRENHEİT,56.97499999999999
4327504,FUCKING FABULOUS- T.FORD,77.39999999999999
4041421,GIVENCHY- GİVENCHY,55.9
4466786,GOODNIGHT- ROJA,88.14999999999999
4360808,GUMIN- TIZIANA TERENZI,74.175
4505695,INFINITY- VAKKO,75.25
4010019,İNTENCE ULTRAMARİNE,53.75
4038262,JOOP HOMME,59.125
4402065,K BY DOLCE & GABBANA,69.875
4024222,KENZO,50.525
4043997,LA NUIT DE L'HOMME- YSL,62.34999999999999
4023390,LACOSTE ESSENTİAL,53.75
4016288,LACOSTE STYLE IN PLAY,56.97499999999999
4044890,LE MALE- JEAN POUL ,73.1
4009128,LEAU D.İSSEY,53.75
4036904,L'EAU PAR KENZO- KENZO,59.125
4032479,LIGHT BLUE POUR HOMME,54.825
4241696,MORE THAN WORDS- XERJOFF,73.1
4192034,NOIR EXTREME TOM FORD,73.1
4039759,ONE MİLLİON ,73.1
4106857,OUD ROSE- MONTALE,80.625
4193868,OUD WOOD- TOM FORD,75.25
4900611,PI- GIVENCHY,49.45
4038865,PİNO SİLVESTRE,91.375
4285943,REFLECTION MAN- AMOUAGE,73.1
4190904,SAUVAGE ,73.1
4068849,SİGNATURE- BOND NO:9,75.25
4257098,SMOKE FOR THE SOUL- KILIAN,94.6
4030592,SNOP,60.2
4013239,SUN MAN -JİLL SUNDER,52.675
4129786,TABACCO OUD- TOM FORD,86
4027149,TERRE D.HERMES,55.9
4071533,THE ONE  DOLCE GABBBANA,74.175
4010253,ULTRAVİOLTTE- P.RABANE,52.675
4373697,1861 NAXOS- XERJOFF,118.25
4316431,ADDICT DIOR,74.175
4022881,ALIEN T.MUGLER,59.125
4381996,AMBER MUSK- MONTALE,231.125
4340456,ANTIKA OUD KING,118.25
4053758,AQUA DI GIOIA,66.64999999999999
4011291,AZZARO POUR HOMME EG,59.125
4027886,AZZARO POUR HOMME TOP,91.375
4258106,BIRON AFRO,94.6
4551232,BLONDE AMBER- CLIVE CHRISTIAN,268.75
4247995,BLUE TEA- BVLGARI,80.625
4064499,BOSS ORANGE MAN ,65.575
4005650,BURBERY MEN,40.85
4023227,CIGAR- REMY LATOUR,91.375
4080791,COCO NOIR  CHANEL,73.1
4067086,COCONUT PASSION- V.SECRET,66.64999999999999
4359569,COLONIA- AQUA DI PARMA,98.89999999999999
4014857,DECLARATION,53.75
4066389,DIOR HOMME SPORT,67.725
4518717,DOVE- ROJA,241.875
4006093,EMPERIO ARMANI HE,45.15
4026913,EUPHORIA MAN,52.675
4030874,FAHRENHAIT 32,73.1
4526856,FLEUR DU DESERT- L VITTON,430
4362266,FUNNY- MOSCHINO,118.25
4022610,GAULTIER2,55.9
4035209,GENTILMEN- GIVENCHY,51.59999999999999
4242911,GRAN BALLO,116.1
4199925,HIMAYALA- CREED,77.39999999999999
4271468,INTENCE CAFE- MONTAL,77.39999999999999
4048810,JASMINE NOIR- BVLGARI,77.39999999999999
4302940,KERKUK OUD EXTRA KURDIJIAN,107.5
4066592,KILLINGTON BILL BLACK,123.625
4013522,LAPIDUS WOMEN- TED LAPIDUS,40.85
4265637,LAYTON- MARALEILAN,172
4368620,LOST CHERY,68.8
4060752,MADAME ROCHAS,62.34999999999999
4027038,MIRACLE- LANCOME,51.59999999999999
4243346,OAJAN- PARFUM DE MARLEY,59.125
4254203,OPERA SOSPIRO,118.25
4016201,ORGANZA- GIVENCHY,48.375
4060141,OUD ROYAL G.ARMANI,66.64999999999999
4072465,THE ONE- DG,68.8
4276649,X CASA TUSCANY,166.625
4254879,VODKA ON THE ROCKS- BY KILIAN,116.1
4138184,CHOCOLATE GREEDY- MONTALE,53.75
4346858,OUDMAZING- MONTALE,109.65
4526757,,98.89999999999999
4390479,VANILLA CAKE- MONTALE,48.375
4618295,ELECTRIC CHERRY- TOM FORD,103.2
4551162,CHERRY SMOKE- TOM FORD,137.6
4432633,ATLANTIDE- TIZIANA TERENZI,489.125
4105825,FABULOUS- VICTORIA'S SECRET,70.95
4106314,C.K.ONE- CALVIN KLEIN,75.25
4621598,GOD OF FIRE- STEPHANE HUMBERT LUCAS 77,145.125
4377235,PATCHOULI INTENSE- NICOLAI ,98.89999999999999
4306722,SPUNK EXTRA - VIKTOR ROLF,155.875
4344531,PROFUMUM ROMA,36.55
4352414,GUERLAIN,102.125
4391080,BOND NO.9,188.125
4276695,CLIVE CHRISTIAN,112.875
4285411,STRONGER WITH YOU,145.125
4095268,MISS DIOR BLOOMING BOUQUET,96.75
4483320,1861 RENAISSANCE,86
4619152,ON THE BEACH,252.625
4634280,COUER BATTANT,252.625
4431785,NOUVEAU MONDE,225.75
4301125,OUD SILK MOOD,166.625
4410104,CASSIOPEA,102.125
4344469,URSA,180.6
4388511,VANILLA VIBES,96.75
4318785,PARFUMS GYPSY WATER,98.89999999999999
4625210,DEVOTION,91.375
4036517,,55.9
4406907,ROLLING IN LOVE- BY KILIAN,204.25
4267154,CK2- CALVIN KLEIN,116.1
4673631,,118.25
4487885,,98.89999999999999
4649877,,225.75
4646101,,155.875
4282912,MISS CHERIE L'EAU- DIOR,73.1
4900217,POLO SPORT,66.64999999999999
4318290,SI PASSIONE,73.1
4022608,,61.275
4316445,,38.7
4297925,,38.7
4237434,,36.55
4303501,,36.55
4451037,,36.55
4189992,,37.625
4278004,,36.55
4242344,,39.775
4277954,,36.55
4300075,,36.55
4146446,,36.55
4319572,,36.55
4074764,,65.575
4086486,,72.02499999999999
4015641,,52.675
4413116,,118.25
4338363,,161.25
4252423,,112.875
4282066,,75.25
4286076,,134.375
4900375,,86
4417170,,36.55
4131553,,159.1
4475132,,247.25
4138217,,80.625
4006094,,51.59999999999999
4041001,,69.875
4024449,,55.9
4041415,,53.75
4009040,,49.45
4024450,,59.125
4015463,,53.75
4039859,,74.175
4084008,,68.8
4014817,,62.34999999999999
4043112,,58.05
4049148,,62.34999999999999
4044792,,49.45
4015557,,38.7
4042075,AVON CELENİUM,68.8
4187976,DOLCE & GABBANA,68.8
4021066,,53.75
4069112,,118.25
4086143,,96.75
4002893,,96.75
4022348,,177.375
4060647,,80.625
4041514,,30.6375
4191366,,
4235459,,73.1
4622567,,112.875
4041018,,74.175
4023391,,61.275
4080469,,177.375
4141419,,80.625
4050592,,75.25
4022643,,80.625
4028318,,55.9
4035008,,62.34999999999999
4036618,,55.9
4014316,,64.5
4027917,,62.34999999999999
4317710,,161.25
4042076,,24.725
4033126,,58.05
4428032,,209.625
4129956,,116.1
4043511,,64.5
4026672,,55.9
4316445,,38.7
4189995,,48.375
4017696,,64.5
4039406,,70.95
4306105,,123.625
4900046,,101.05
4900427,,52.675
4005694,,66.64999999999999
4293766,,96.75
4028106,,134.375
4633244,,38.1625
4549211,,274.125
4055983,,70.95
4077960,,68.8
4011385,,48.375
4030374,,75.25
4255140,,145.125
4005240,,47.3
4000228,,19.35
4004710,,32.25
4900050,,37.625
4141137,,98.89999999999999
4138963,,80.625
4006326,,80.625
4041983,,53.75
4000846,,34.4
4039466,,73.1
4349700,,91.375
4149397,,155.875
4485976,,134.375
4477358,,118.25
4144153,,68.8
4041464,,69.875
4021241,,61.275
4026856,,49.45
4052037,,86
4030097,,53.75
4070508,,116.1
4360805,,150.5
4291762,,206.4
4321939,,231.125
4271998,,134.375
4000048,,34.4
4001710,,88.14999999999999
4009200,,55.9
4189093,,123.625
4291258,,134.375
4289043,ONE MILLION,139.75
4632598,,129
4292099,JADORE,91.375
4102071,,62.34999999999999
4067154,,94.6
4138952,,118.25
4095545,,134.375
4081507,,166.625
4017621,,172
4468884,,166.625
4023699,,118.25
4252755,,91.375
4016656,,80.625
4900686,,129
4194672,,86
4143987,,102.125
4148093,,161.25
4302205,,172
4291570,,155.875
4265639,,333.25
4321898,,112.875
4129213,,80.625
4010642,,52.675
4248728,,88.14999999999999
4103649,,83.85
4194943,,36.55
4058968,,73.1
4023278,,53.75
4070343,,67.725
4084010,,74.175
4288141,,69.875
4046139,,33.325
4036651,,23.65
4062622,,152.65
4066636,,62.34999999999999
4369899,,188.125
4638268,,161.25
4059652,,109.65
4027884,,92.45
4360546,,88.14999999999999
4461706,,69.875
4530753,,172
4409725,,188.125
4265493,,169.85
4383910,IDOLE LE PARFUM,139.75
4427443,MY WAY- ARMANI,150.5
4077864,,139.75
4399913,,145.125
4072730,,66.64999999999999
4024817,,61.275
4022708,,58.05
4110628,,59.125
4035727,,55.9
4640062,,116.1
4374773,,118.25
4621833,,96.75
4380958,,184.9
4632599,,198.875
4238783,,75.25
4080934,,96.75
4389670,,69.875
4038300,,73.1
4026280,,51.59999999999999
4074046,,48.375
4141164,SECRET FANTASY MIDNIGHT- AVON,59.125
4068588,,141.9
4376937,AFTERNOON SWIM- LOUIS VITTON,403.125
4626838,CALABRIA- GISSAH,98.89999999999999
4100306,,161.25
4392740,,86
4136959,,105.35
4460715,,252.625
4046468,,30.1
4026863,,51.59999999999999
4286207,,69.875
4050436,,123.625
4085266,,96.75
4139470,,80.625
4654539,,59.125
4650982,,109.65
4364652,,88.14999999999999
4656105,,80.625
4660832,,64.5
4448006,,48.375
4046452,,134.375
4421983,,32.25
4130332,,116.1
4141839,,134.375
4492917,,98.89999999999999
4386438,,182.75
4395258,,118.25
4900499,,55.9
4266970,,
4042046,,80.625
4661827,,94.6
4090856,,145.125
4504528,,69.875
4100067,,135.45
4645524,,198.875
4900047,,59.125
4040653,,
4055366,,16.125
4026923,,
4090773,,
4623245,,102.125
4549496,,148.35
4090771,,91.375
4297150,,80.625
4900793,,90.3
4351203,,36.55
4653275,,295.625
4643234,,231.125
4000018,,17.7375
4006624,,16.125
4300998,,311.75
4497484,,311.75
4651539,,169.85
4465635,,75.25
4255791,,91.375
4039872,,67.725
4651541,,182.75
4674958,,169.85
4635324,,145.125
4621360,,182.75
4438710,,188.125
4631438,,139.75
4636006,,102.125
4194675,,129
4071637,,41.925
4276292,,
4263604,,136.525
4370767,,105.35
4301846,,104.275
4635018,,109.65
4272659,,
4236963,,
4016588,,
4322161,,59.125
4326663,,72.02499999999999
4651540,,64.5
4653968,,317.125
4654635,,118.25
4626175,,169.85
4653706,,177.375
4051615,,166.625
4656188,,159.1
4368165,,166.625
4373039,,193.5
4033377,,64.5
4115452,,94.6
4350846,,145.125
4248003,,59.125
4681493,,118.25
4530135,,193.5
4194673,,96.75
4676577,,241.875
4676693,,145.125
4243945,,51.59999999999999
4406615,,134.375
4485903,,202.1
4402293,,139.75
4611517,,69.875
4659114,,236.5
4436356,,204.25
4618027,,241.875
4636484,,102.125
4237228,SCENT- BOSS,102.125
4517766,,182.75
4605241,,107.5
4438587,,263.375
4278356,,161.25
4667320,,94.6
4663331,,258
4649473,,172
4082175,,73.1
4005911,,83.85
4031925,,82.77499999999999
4015281,,155.875
4900564,,145.125
4900833,,47.3
4039719,,94.6
4651427,,161.25
4526530,,166.625
4199992,,172
4406839,,258
4652926,,209.625
4141355,,166.625
4142424,,105.35
4083174,,159.1
4067477,,161.25
4008198,,134.375
4071983,,98.89999999999999
4088135,,94.6
4651472,,139.75
4900674,,150.5
4448972,,118.25
4066666,,161.25
4295092,,188.125
4676013,,295.625
4676018,,241.875
4653268,,161.25
4488169,,145.125
4686750,,324.65
4659310,,
4192852,,36.55
4138965,,109.65
4335894,,225.75
4673851,,
4071331,,75.25
4671352,,123.625
4621395,,109.65
4290244,,134.375
4338482,,231.125
4428185,,139.75
4300785,,131.15
4551333,,94.6
4665625,,370.875
4612203,,116.1
4649551,,145.125
4689675,,135.45
4676016,,134.375
4665107,,36.55
4476049,,150.5
4026512,,169.85
4664990,,120.4
4661738,,94.6
4036651,,23.65
4000183,,32.25
4272660,,
4016312,,51.59999999999999
4330041,,
4304201,,
4127234,,
4142855,,112.875
4637043,,159.1
4676802,,172
4317753,,75.25
4067788,,88.14999999999999
4698866,,120
4316138,,172
4290232,,37.62
4694542,,190
4110075,,155.9
4254847,,166.7
4058473,,
4040649,,
4347454,,73.1
4399014,,134.4
4093743,,91.4
4703324,,60
4496065,,145.1
4703715,,138
4511137,,191.3
4651986,,370.88
4701290,,185
4276761,,77.72
4071532,,
4150018,CARNAL FLOWER,80.625
4310598,IRIS PUDRA,70.95
4235108,MUSK RAVAGERS,66.64999999999999
4342676,,73.1
4078163,,53.75
4376386,,64.5
4650094,,96.75
4650067,,66.64999999999999
4652363,,69.875
4640079,,161.25
4428556,,64.5
4272377,,77.39999999999999
4075026,,134.375
4393949,,118.25
4248139,,241.875
4036439,,166.625
4653956,,150.5
4386441,,225.75
4645491,,198.9
4302939,BECOUSE ITS YOU,83.85
4192248,BLACK ORCHID,191.35
4055760,BOTTLED NIGHT- BOSS,163.4
4609297,BURBERY HER ELIXIR,94.6
4051165,CHANCE EAU TENDRE,166.625
4235219,CHANEL 5,155.875
4139463,COCO MADAM,129
4337631,DELUXE- T.TERENZİ,155.875
4199891,LANUIT DEL HOMME,126.85
4235280,LAVIA EST BELLE,166.625
4382521,LIBRE- YSL,172
4421517,MARIJUANA- BYREDO,86
4190196,SAUVAGE,155.875
4101761,SI- ARMANI,152.65
4308542,SI PASSION- ARMANI,139.75
4386320,Y LIVE- YSL,129
4422922,PRIVE VERT- ARMANI,134.375
4616737,AMBER OUD GOLD EDITION - AL ARMAIN,139.75
4382625,CLUB DE NUIT INTENSE- ARMAF,413.875
4142458,,150.5
4322842,,112.875
4066233,212 VIP FOR MEN,152.65
4055982,212 VIP WOMN,177.375
4333007,ALLURE HOMME SPORT,148.35
4279381,AQUA POUR HOMME ATLANTIQVE,301
4029366,BALDESSARINI AMBRE,159.1
4137955,BLACK OPIUM,137.6
4284208,BLACK XS,139.75
4066377,BODY,166.625
4527918,BOIS IMPERIAL,182.75
4304274,CEDRAT BOIS- MANCERA,161.25
4095269,CHERRY IN THE AIR,166.625
4006532,CLIMAT,163.4
4512864,DOLCE PEONY,94.6
4324170,ELYSIUM POUR HOMME PARFUM COLOGNE,494.5
4438586,ESCENTRIC MOLEKUL 05,225.75
4632839,EXOTIC AMOR,69.33749999999999
4384812,HINDUKUSH- MANCERA,182.75
4070578,HYPNOSE,148.35
4339553,I DONT NEED PRINCE,188.125
4308125,INITIO PSYCHEDELIC LOVE,225.75
4150298,INSENSE COFEE,118.25
4515605,KRISTINA- TERENZI,263.375
4374928,LAKY WISH- ANNA SUI,96.75
4139798,LIAISONS DANGERUSES- KILLIAN,159.1
4046460,MANGO AIRCH,24.725
4059959,NECTARINE- JO MALONE,129
4027567,NINA 2006,155.875
4432765,OCEAN LEATHER- MEMO,102.125
4189679,OLYMPEA,112.875
4438611,PINEAPPLE,166.625
4101370,SHAIK 77,73.1
4341072,VERSACE MEN EAU FRAICHE,172
4522191,WEEKEND,86
4384242,,163.4
4322346,,102.125
4481432,,150.5
4094059,,174.15
4410754,,295.625
4102535,,112.875
4071469,,163.4
4619355,,295.625
4653666,,159.1
4142228,,38.7
4552909,,220.375
4644439,,91.375
4647215,,112.875
4648276,,172
4656261,,166.625
4068106,,137.6
4458991,,141.9
4279205,,31.175
4120675,,94.6
4120674,,126.85
4612202,,134.375
4660638,,139.75
4529404,,204.25
4433560,,59.125
4626510,,154.8
4622460,,188.125
4301629,,155.875
4357964,,188.125
4530761,,134.375
4282299,,109.65
4600971,,75.25
4046420,,160.5
